TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS,sp,Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
21352.0,species,tuftit,Tufted Titmouse,Baeolophus bicolor,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",,,Tufted Titmouse,7196.0,Baeolophus bicolor,Paridae,Passeriformes,AVIBASE-B488AB70,17.0,5.0,10.0,2.0,11.0,13.3,8.8,4.9,5.5,20.5,77.9,12.5,65.2,16.1,68.6,21.6,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,25.84,45.77,36.97,-86.71,2969712.5
23408.0,species,cohmar1,Common House-Martin,Delichon urbicum,Passeriformes,Hirundinidae (Swallows),,,Common House-Martin,7686.0,Delichon urbicum,Hirundinidae,Passeriformes,AVIBASE-30FEC6BE,33.0,18.0,15.0,0.0,4.0,10.7,4.8,3.7,2.9,11.3,108.1,58.9,49.5,54.3,61.3,14.5,Dunning,,NO,,,Human Modified,3.0,3.0,Carnivore,Invertivore,Aerial,28.02,70.31,51.81,42.81,16377219.72
28623.0,species,blared1,Black Redstart,Phoenicurus ochruros,Passeriformes,Muscicapidae (Old World Flycatchers),,,Black Redstart,9290.0,Phoenicurus ochruros,Muscicapidae,Passeriformes,AVIBASE-612B5C24,22.0,11.0,11.0,0.0,4.0,15.4,8.1,2.8,2.9,22.4,83.1,19.2,64.1,23.1,60.4,16.5,Dunning,,NO,,,Rock,3.0,2.0,Omnivore,Invertivore,Insessorial,25.57,61.51,42.46,61.96,13764225.49
8602.0,species,fepowl,Ferruginous Pygmy-Owl,Glaucidium brasilianum,Strigiformes,Strigidae (Owls),,,Ferruginous Pygmy-Owl,2796.0,Glaucidium brasilianum,Strigidae,Strigiformes,AVIBASE-1EF8D138,11.0,3.0,5.0,3.0,4.0,15.1,10.3,6.1,10.7,17.2,93.8,16.6,77.1,17.7,62.8,63.3,Updated_literature,BoW,NO,,,Shrubland,2.0,1.0,Carnivore,Invertivore,Insessorial,-34.98,33.43,-6.96,-61.15,14375175.98
11559.0,species,batfal1,Bat Falcon,Falco rufigularis,Falconiformes,Falconidae (Falcons and Caracaras),,,Bat Falcon,4058.0,Falco rufigularis,Falconidae,Falconiformes,AVIBASE-EF9568DE,8.0,6.0,2.0,0.0,8.0,19.6,12.0,9.7,11.0,32.8,198.8,80.0,118.7,40.3,108.0,163.6,Dunning,,NO,,,Forest,2.0,1.0,Carnivore,Vertivore,Aerial,-27.05,28.05,-5.35,-61.19,13377698.05
32112.0,species,whtspa,White-throated Sparrow,Zonotrichia albicollis,Passeriformes,Passerellidae (New World Sparrows),,,White-throated Sparrow,10418.0,Zonotrichia albicollis,Passerellidae,Passeriformes,AVIBASE-39BD9FF2,10.0,4.0,5.0,1.0,5.0,13.6,8.4,5.1,6.3,23.0,72.8,14.3,58.1,19.7,70.4,24.4,Dunning,,NO,,,Woodland,2.0,3.0,Herbivore,Omnivore,Terrestrial,40.7,65.85,53.74,-95.18,5662700.85
7200.0,species,greegr,Great Egret,Ardea alba,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",,,Great Egret,2244.0,Ardea alba,Ardeidae,Pelecaniformes,AVIBASE-49D9148A,16.0,4.0,7.0,5.0,8.0,126.3,90.4,12.0,18.1,141.6,378.8,120.7,257.2,32.1,140.5,871.3,Dunning,,NO,,,Wetland,3.0,2.0,Carnivore,Aquatic predator,Terrestrial,-52.61,57.34,10.02,28.87,74898555.49
7459.0,species,egyvul1,Egyptian Vulture,Neophron percnopterus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Egyptian Vulture,2991.0,Neophron percnopterus,Accipitridae,Accipitriformes,AVIBASE-6D3480A6,5.0,2.0,3.0,0.0,4.0,61.7,33.0,10.4,13.5,77.2,490.8,236.0,255.0,48.0,247.2,2082.0,Dunning,,NO,,,Grassland,3.0,3.0,Omnivore,Scavenger,Generalist,-25.09,45.93,27.02,47.48,14111672.38
11528.0,species,merlin,Merlin,Falco columbarius,Falconiformes,Falconidae (Falcons and Caracaras),,,Merlin,4057.0,Falco columbarius,Falconidae,Falconiformes,AVIBASE-F3DA111C,5.0,2.0,3.0,0.0,4.0,16.6,11.8,8.0,10.5,34.3,199.6,98.8,103.5,48.9,116.6,188.5,Dunning,,NO,,,Woodland,3.0,3.0,Carnivore,Vertivore,Aerial,11.15,71.44,58.48,16.49,26326086.22
8066.0,species,reshaw,Red-shouldered Hawk,Buteo lineatus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Red-shouldered Hawk,3188.0,Buteo lineatus,Accipitridae,Accipitriformes,AVIBASE-EA4D6C0B,5.0,2.0,2.0,1.0,4.0,33.1,20.3,11.8,16.3,74.1,319.0,106.9,212.8,33.4,172.8,603.7,Dunning,,NO,,,Woodland,1.0,3.0,Carnivore,Vertivore,Aerial,24.95,47.85,37.72,-86.88,3542030.5
5992.0,species,woosni1,Wood Snipe,Gallinago nemoricola,Charadriiformes,Scolopacidae (Sandpipers and Allies),,,Wood Snipe,2510.0,Gallinago nemoricola,Scolopacidae,Charadriiformes,AVIBASE-34ABFEB7,5.0,2.0,3.0,0.0,4.0,71.4,56.6,6.1,8.9,34.4,135.0,42.2,93.5,31.1,53.8,167.7,Dunning,,NO,,,Forest,3.0,3.0,Carnivore,Aquatic predator,Terrestrial,25.94,32.74,28.9,95.0,468114.51
26025.0,species,whbnut,White-breasted Nuthatch,Sitta carolinensis,Passeriformes,Sittidae (Nuthatches),,,White-breasted Nuthatch,8556.0,Sitta carolinensis,Sittidae,Passeriformes,AVIBASE-19CCBBD2,5.0,2.0,3.0,0.0,4.0,19.1,12.2,4.0,4.2,18.5,88.6,27.6,60.9,31.2,48.8,21.0,Dunning,,NO,,,Forest,1.0,1.0,Omnivore,Omnivore,Insessorial,17.49,58.92,43.04,-102.26,8811748.35
7926.0,species,norgos,Northern Goshawk,Accipiter gentilis,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Northern Goshawk,3128.0,Accipiter gentilis,Accipitridae,Accipitriformes,AVIBASE-420850D6,8.0,4.0,4.0,0.0,4.0,33.7,19.6,11.6,18.0,67.3,337.6,122.6,215.0,36.3,241.1,866.0,Dunning,,NO,,,Forest,1.0,2.0,Carnivore,Vertivore,Generalist,17.1,70.39,54.91,19.06,31775270.74
7995.0,species,comblh1,Common Black Hawk,Buteogallus anthracinus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Common Black Hawk,3166.0,Buteogallus anthracinus,Accipitridae,Accipitriformes,AVIBASE-97FDBB06,5.0,2.0,3.0,0.0,4.0,39.6,25.1,12.9,17.5,78.6,355.2,106.0,239.5,30.7,206.2,975.1,Dunning,,NO,,,Woodland,2.0,1.0,Carnivore,Aquatic predator,Insessorial,-3.68,34.7,18.62,-93.02,1898078.97
,,,,,,,,,Godlewskiapostrophes Bunting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30494.0,species,houspa,House Sparrow,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),,,House Sparrow,9910.0,Passer domesticus,Passeridae,Passeriformes,AVIBASE-240E3390,25.0,12.0,13.0,0.0,8.0,13.5,9.1,6.3,7.4,17.9,74.9,20.4,54.4,27.3,57.2,26.5,Dunning,,NO,,,Human Modified,3.0,1.0,Herbivore,Granivore,Terrestrial,5.91,71.19,46.32,61.68,34407867.59
8036.0,species,whthaw,White-tailed Hawk,Geranoaetus albicaudatus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,White-tailed Hawk,3175.0,Geranoaetus albicaudatus,Accipitridae,Accipitriformes,AVIBASE-72A83836,4.0,1.0,2.0,1.0,4.0,37.4,22.3,13.8,16.4,87.3,427.0,148.1,279.0,34.8,199.0,885.0,Dunning,,NO,,,Grassland,3.0,1.0,Carnivore,Vertivore,Generalist,-40.32,29.69,-11.82,-58.97,9466789.11
,,,,,,,,,Montaguapostrophes Harrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31253.0,species,houfin,House Finch,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,,House Finch,10152.0,Haemorhous mexicanus,Fringillidae,Passeriformes,AVIBASE-89431E9F,5.0,2.0,3.0,0.0,4.0,10.6,8.4,6.6,8.2,17.4,77.2,21.2,55.8,27.5,66.2,21.4,Dunning,,NO,,,Shrubland,2.0,2.0,Herbivore,Granivore,Insessorial,16.79,55.29,38.88,-100.57,10299459.91
7945.0,species,redkit1,Red Kite,Milvus milvus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Red Kite,3148.0,Milvus milvus,Accipitridae,Accipitriformes,AVIBASE-451D6FC8,17.0,12.0,2.0,3.0,12.0,40.2,26.6,13.2,18.7,52.9,481.5,241.6,241.6,49.9,317.3,1071.8,Dunning,,NO,,,Shrubland,2.0,2.0,Omnivore,Omnivore,Generalist,14.8,61.66,48.65,10.52,1698401.57
8829.0,species,sheowl,Short-eared Owl,Asio flammeus,Strigiformes,Strigidae (Owls),,,Short-eared Owl,2875.0,Asio flammeus,Strigidae,Strigiformes,AVIBASE-8F123A11,5.0,2.0,2.0,1.0,4.0,27.3,13.7,9.0,13.0,42.5,297.2,141.0,156.2,47.5,146.5,322.6,Dunning,,NO,,,Grassland,3.0,3.0,Carnivore,Vertivore,Aerial,-55.05,74.25,49.62,11.33,39874062.36
23242.0,species,banswa,Bank Swallow,Riparia riparia,Passeriformes,Hirundinidae (Swallows),,,Bank Swallow,7733.0,Riparia riparia,Hirundinidae,Passeriformes,AVIBASE-94A1C447,26.0,8.0,17.0,1.0,4.0,9.4,5.0,3.7,2.5,10.5,101.8,54.0,47.9,53.0,47.2,12.7,Dunning,,NO,,,Riverine,3.0,3.0,Carnivore,Invertivore,Aerial,24.15,72.45,54.72,29.5,36583654.61
240.0,species,bahgoo,Bar-headed Goose,Anser indicus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,Bar-headed Goose,413.0,Anser indicus,Anatidae,Anseriformes,AVIBASE-B7159EF0,5.0,2.0,3.0,0.0,4.0,49.9,25.2,19.8,14.0,70.8,437.8,215.2,213.0,50.3,132.6,2212.6,Dunning,,NO,,,Wetland,3.0,3.0,Herbivore,Herbivore terrestrial,Terrestrial,28.63,51.63,41.25,86.98,2371478.0
7486.0,species,swtkit,Swallow-tailed Kite,Elanoides forficatus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Swallow-tailed Kite,2972.0,Elanoides forficatus,Accipitridae,Accipitriformes,AVIBASE-1BAC6645,5.0,2.0,3.0,0.0,4.0,29.4,19.0,10.2,12.3,33.5,412.8,189.1,214.7,46.9,279.2,416.2,Dunning,,NO,,,Forest,2.0,3.0,Carnivore,Invertivore,Generalist,-36.81,47.17,-5.62,-60.19,13295665.49
11443.0,species,laufal1,Laughing Falcon,Herpetotheres cachinnans,Falconiformes,Falconidae (Falcons and Caracaras),,,Laughing Falcon,4010.0,Herpetotheres cachinnans,Falconidae,Falconiformes,AVIBASE-24C90C1A,9.0,3.0,6.0,0.0,8.0,33.2,18.3,12.6,20.7,58.9,272.4,51.0,217.8,18.9,219.0,623.6,Dunning,,NO,,,Forest,2.0,1.0,Carnivore,Vertivore,Insessorial,-29.26,28.93,-5.54,-60.9,13330796.59
5640.0,species,euroys1,Eurasian Oystercatcher,Haematopus ostralegus,Charadriiformes,Haematopodidae (Oystercatchers),,,Eurasian Oystercatcher,2345.0,Haematopus ostralegus,Haematopodidae,Charadriiformes,AVIBASE-ED663165,21.0,9.0,12.0,0.0,4.0,76.1,59.1,7.5,11.8,49.9,250.3,129.5,123.2,51.2,106.0,526.0,Dunning,,NO,,,Coastal,3.0,1.0,Carnivore,Aquatic predator,Terrestrial,34.19,71.19,52.94,67.16,9505624.97
23291.0,species,barswa,Barn Swallow,Hirundo rustica,Passeriformes,Hirundinidae (Swallows),,,Barn Swallow,7714.0,Hirundo rustica,Hirundinidae,Passeriformes,AVIBASE-58C502EA,68.0,23.0,24.0,21.0,10.0,12.4,6.0,4.5,2.7,11.7,115.8,62.3,56.0,52.6,71.4,17.9,Dunning,,NO,,,Human Modified,3.0,3.0,Carnivore,Invertivore,Aerial,-37.53,71.13,47.56,34.57,51701054.06
8481.0,species,grhowl,Great Horned Owl,Bubo virginianus,Strigiformes,Strigidae (Owls),,,Great Horned Owl,2926.0,Bubo virginianus,Strigidae,Strigiformes,AVIBASE-FC366114,4.0,2.0,2.0,0.0,4.0,44.7,24.7,17.8,25.4,75.4,371.2,112.7,258.5,30.4,197.0,1354.5,Updated_literature,Earhart & Johnson (1970),NO,,,Forest,2.0,1.0,Carnivore,Vertivore,Insessorial,-35.8,68.52,34.04,-94.19,24426738.59
32921.0,species,comyel,Common Yellowthroat,Geothlypis trichas,Passeriformes,Parulidae (New World Warblers),,,Common Yellowthroat,10595.0,Geothlypis trichas,Parulidae,Passeriformes,AVIBASE-BA4C8A02,23.0,7.0,16.0,0.0,5.0,12.7,7.9,3.0,3.3,20.2,54.7,8.5,44.3,16.1,49.4,9.5,Dunning,,NO,,,Wetland,1.0,3.0,Carnivore,Invertivore,Insessorial,18.49,65.84,44.7,-101.34,12826786.25
8440.0,species,easowl1,Eastern Screech-Owl,Megascops asio,Strigiformes,Strigidae (Owls),,,Eastern Screech-Owl,2883.0,Megascops asio,Strigidae,Strigiformes,AVIBASE-A69062C8,5.0,3.0,2.0,0.0,4.0,22.0,12.5,6.4,11.8,35.5,168.5,48.4,120.1,28.8,77.5,180.0,Dunning,,NO,,,Woodland,2.0,1.0,Carnivore,Invertivore,Insessorial,21.45,50.06,38.29,-91.47,4938942.17
11494.0,species,amekes,American Kestrel,Falco sparverius,Falconiformes,Falconidae (Falcons and Caracaras),,,American Kestrel,4045.0,Falco sparverius,Falconidae,Falconiformes,AVIBASE-20C2214E,7.0,1.0,5.0,1.0,4.0,17.1,11.0,8.4,10.1,33.7,182.4,77.9,100.1,43.7,126.5,114.6,Dunning,,NO,,,Grassland,3.0,3.0,Carnivore,Omnivore,Insessorial,-54.28,68.66,22.05,-87.91,26638648.91
,,,,,,,,,Swainsonapostrophes Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8086.0,species,shthaw,Short-tailed Hawk,Buteo brachyurus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Short-tailed Hawk,3192.0,Buteo brachyurus,Accipitridae,Accipitriformes,AVIBASE-81463CC0,5.0,1.0,4.0,0.0,4.0,31.1,17.0,10.4,14.9,53.8,307.6,90.0,213.3,29.7,171.0,496.0,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Vertivore,Aerial,-30.69,29.85,-5.09,-62.04,14372802.04
27065.0,species,grycat,Gray Catbird,Dumetella carolinensis,Passeriformes,Mimidae (Mockingbirds and Thrashers),,,Gray Catbird,8816.0,Dumetella carolinensis,Mimidae,Passeriformes,AVIBASE-95B77F08,16.0,5.0,5.0,6.0,7.0,19.2,11.1,4.0,4.8,27.4,90.7,16.8,73.4,18.6,90.3,35.3,Dunning,,NO,,,Shrubland,1.0,3.0,Omnivore,Invertivore,Insessorial,28.33,55.06,42.61,-95.25,6824562.12
27176.0,species,normoc,Northern Mockingbird,Mimus polyglottos,Passeriformes,Mimidae (Mockingbirds and Thrashers),,,Northern Mockingbird,8828.0,Mimus polyglottos,Mimidae,Passeriformes,AVIBASE-7EFF698D,12.0,5.0,7.0,0.0,4.0,22.1,12.2,4.6,5.3,32.2,112.3,23.1,90.5,20.6,117.6,48.5,Dunning,,NO,,,Shrubland,2.0,3.0,Omnivore,Omnivore,Generalist,16.21,50.99,37.86,-98.85,10145517.51
1827.0,species,rocpig,Rock Pigeon,Columba livia,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,,Rock Pigeon,586.0,Columba livia,Columbidae,Columbiformes,AVIBASE-BBA263C2,12.0,2.0,8.0,2.0,10.0,23.2,12.1,4.3,5.0,26.5,219.6,98.8,120.4,45.1,105.5,354.2,Dunning,,NO,,,Human Modified,3.0,1.0,Herbivore,Granivore,Terrestrial,5.92,62.4,33.52,51.08,17464191.46
7700.0,species,snakit,Snail Kite,Rostrhamus sociabilis,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Snail Kite,3159.0,Rostrhamus sociabilis,Accipitridae,Accipitriformes,AVIBASE-6E4430A8,7.0,1.0,6.0,0.0,5.0,33.1,23.8,11.1,11.3,49.9,344.8,134.8,206.7,39.1,169.3,366.9,Dunning,,NO,,,Wetland,2.0,2.0,Carnivore,Aquatic predator,Insessorial,-37.65,29.74,-10.02,-58.23,11603405.03
33382.0,species,norcar,Northern Cardinal,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),,,Northern Cardinal,10744.0,Cardinalis cardinalis,Cardinalidae,Passeriformes,AVIBASE-4E74AE22,64.0,24.0,40.0,0.0,8.0,17.6,14.7,9.3,12.3,24.5,93.5,14.2,77.7,15.5,101.8,42.6,Dunning,,NO,,,Shrubland,2.0,1.0,Herbivore,Omnivore,Insessorial,15.65,47.34,34.85,-92.41,5834572.06
11544.0,species,orihob1,Oriental Hobby,Falco severus,Falconiformes,Falconidae (Falcons and Caracaras),,,Oriental Hobby,4063.0,Falco severus,Falconidae,Falconiformes,AVIBASE-B9538B77,5.0,2.0,3.0,0.0,4.0,23.7,13.0,9.3,11.3,28.5,217.4,128.8,90.8,58.6,97.4,200.6,Dunning,,NO,,,Forest,3.0,3.0,Carnivore,Vertivore,Aerial,-11.85,31.51,11.43,114.69,3641161.59
23981.0,species,wlwwar,Willow Warbler,Phylloscopus trochilus,Passeriformes,Phylloscopidae (Leaf Warblers),,,Willow Warbler,7939.0,Phylloscopus trochilus,Phylloscopidae,Passeriformes,AVIBASE-88F4B969,28.0,14.0,13.0,1.0,7.0,12.8,6.6,2.6,2.6,19.3,65.9,17.1,48.8,25.9,52.3,8.7,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial,41.17,72.32,60.53,74.92,15839222.41
8430.0,species,wesowl1,Western Screech-Owl,Megascops kennicottii,Strigiformes,Strigidae (Owls),,,Western Screech-Owl,2880.0,Megascops kennicottii,Strigidae,Strigiformes,AVIBASE-89F8B6F5,5.0,3.0,2.0,0.0,4.0,24.4,12.9,6.8,12.7,39.9,176.8,47.9,128.8,27.1,85.2,141.8,Dunning,,NO,,,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,18.38,61.54,38.73,-114.58,3582764.44
8576.0,species,nopowl,Northern Pygmy-Owl,Glaucidium gnoma,Strigiformes,Strigidae (Owls),,,Northern Pygmy-Owl,2781.0,Glaucidium gnoma,Strigidae,Strigiformes,AVIBASE-63FB826E,4.0,1.0,3.0,0.0,4.0,14.1,8.6,4.9,9.6,17.4,87.8,17.4,70.3,19.8,62.5,61.3,Dunning,,NO,,,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,16.09,35.09,23.69,-103.88,585868.15
7720.0,species,easmah1,Eastern Marsh-Harrier,Circus spilonotus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Eastern Marsh-Harrier,3069.0,Circus spilonotus,Accipitridae,Accipitriformes,AVIBASE-A2F048C0,4.0,2.0,2.0,0.0,4.0,38.3,20.0,12.1,15.9,86.3,407.2,194.2,213.0,47.7,241.2,558.8,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Vertivore,Aerial,39.66,64.43,52.88,121.45,5723030.46
7518.0,species,blabaz1,Black Baza,Aviceda leuphotes,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Black Baza,2985.0,Aviceda leuphotes,Accipitridae,Accipitriformes,AVIBASE-139A5705,5.0,2.0,3.0,0.0,4.0,24.6,16.4,10.2,12.5,25.0,230.6,82.0,150.2,35.3,124.0,194.0,Dunning,,NO,,,Forest,2.0,3.0,Carnivore,Invertivore,Insessorial,8.56,33.35,23.21,103.96,3528791.57
23211.0,species,treswa,Tree Swallow,Tachycineta bicolor,Passeriformes,Hirundinidae (Swallows),,,Tree Swallow,7735.0,Tachycineta bicolor,Hirundinidae,Passeriformes,AVIBASE-BBA2F9DF,10.0,4.0,6.0,0.0,4.0,10.8,5.9,3.8,2.8,12.2,115.9,61.3,54.3,53.0,54.0,21.2,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Invertivore,Aerial,33.0,68.64,52.15,-107.17,11720977.55
8094.0,species,rethaw,Red-tailed Hawk,Buteo jamaicensis,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Red-tailed Hawk,3196.0,Buteo jamaicensis,Accipitridae,Accipitriformes,AVIBASE-536A5157,5.0,2.0,3.0,0.0,4.0,37.6,22.9,14.4,20.2,80.9,402.8,139.9,270.8,34.1,212.2,1101.2,Dunning,,NO,,,Woodland,2.0,3.0,Carnivore,Vertivore,Insessorial,8.36,68.66,45.5,-105.33,15462822.34
8050.0,species,whihaw1,White Hawk,Pseudastur albicollis,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,White Hawk,3178.0,Pseudastur albicollis,Accipitridae,Accipitriformes,AVIBASE-E35448DE,12.0,7.0,5.0,0.0,4.0,38.8,24.8,14.2,19.6,82.9,358.3,93.2,273.6,25.4,216.8,703.7,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Vertivore,Insessorial,-19.87,18.86,-3.96,-63.68,8478535.51
8193.0,species,brnowl,Barn Owl,Tyto alba,Strigiformes,Tytonidae (Barn-Owls),,,Barn Owl,2724.0,Tyto alba,Tytonidae,Strigiformes,AVIBASE-A6A7C34B,14.0,5.0,7.0,2.0,9.0,32.0,17.7,8.5,13.1,59.6,280.2,111.5,168.7,39.7,118.3,403.3,Dunning,,NO,,,Human Modified,3.0,1.0,Carnivore,Vertivore,Insessorial,-55.72,58.07,3.24,2.28,63140525.19
32187.0,species,sonspa,Song Sparrow,Melospiza melodia,Passeriformes,Passerellidae (New World Sparrows),,,Song Sparrow,10441.0,Melospiza melodia,Passerellidae,Passeriformes,AVIBASE-A5F09E05,6.0,2.0,3.0,1.0,5.0,13.4,8.5,5.3,6.7,21.5,66.3,13.2,52.6,20.1,67.2,21.9,Dunning,,NO,,,Shrubland,2.0,2.0,Omnivore,Omnivore,Generalist,18.99,62.57,47.88,-103.48,10313728.38
,,,,,,,,,Cooperapostrophes Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7445.0,species,whtkit,White-tailed Kite,Elanus leucurus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,White-tailed Kite,2964.0,Elanus leucurus,Accipitridae,Accipitriformes,AVIBASE-CAA5E106,6.0,0.0,1.0,5.0,4.0,25.3,15.3,8.8,10.9,31.8,294.0,120.3,168.4,41.5,170.3,346.0,Dunning,,NO,,,Human Modified,3.0,2.0,Carnivore,Vertivore,Aerial,-43.45,46.27,-8.72,-64.01,12522294.39
22789.0,species,boowar1,Booted Warbler,Iduna caligata,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,,Booted Warbler,7544.0,Iduna caligata,Acrocephalidae,Passeriformes,AVIBASE-1A6C6F17,5.0,2.0,3.0,0.0,4.0,12.0,7.5,2.8,2.6,19.3,59.4,10.1,49.4,17.0,45.6,8.9,Dunning,,NO,,,Shrubland,2.0,3.0,Carnivore,Invertivore,Insessorial,25.06,62.99,54.46,63.33,5841802.63
10892.0,species,dowwoo,Downy Woodpecker,Dryobates pubescens,Piciformes,Picidae (Woodpeckers),,,Downy Woodpecker,3972.0,Dryobates pubescens,Picidae,Piciformes,AVIBASE-1B2A6386,11.0,5.0,6.0,0.0,5.0,17.4,12.2,4.9,4.8,15.8,91.3,24.3,65.9,27.0,58.6,25.6,Dunning,,NO,,,Woodland,2.0,1.0,Carnivore,Invertivore,Insessorial,24.53,68.3,48.23,-104.67,12800223.82
6021.0,species,renpha,Red-necked Phalarope,Phalaropus lobatus,Charadriiformes,Scolopacidae (Sandpipers and Allies),,,Red-necked Phalarope,2524.0,Phalaropus lobatus,Scolopacidae,Charadriiformes,AVIBASE-E6F3BA54,9.0,3.0,5.0,1.0,4.0,24.4,19.1,2.5,2.7,18.8,109.0,54.4,55.2,49.6,50.6,36.7,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Aquatic predator,Terrestrial,50.94,75.25,65.91,-35.96,9098836.74
8114.0,species,rolhaw,Rough-legged Hawk,Buteo lagopus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Rough-legged Hawk,3198.0,Buteo lagopus,Accipitridae,Accipitriformes,AVIBASE-90B13ACF,7.0,3.0,4.0,0.0,4.0,34.5,20.2,11.7,15.9,72.3,428.3,180.3,248.5,42.1,240.0,949.8,Dunning,,NO,,,Grassland,3.0,3.0,Carnivore,Vertivore,Insessorial,47.6,83.11,67.33,2.14,9709846.76
7732.0,species,norhar2,Northern Harrier,Circus hudsonius,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Northern Harrier,3079.0,Circus hudsonius,Accipitridae,Accipitriformes,AVIBASE-A091D50A,4.0,2.0,2.0,0.0,4.0,31.1,17.2,10.1,13.2,82.0,360.9,161.1,199.8,44.6,212.9,393.0,DataFromSplit,,NO,,,Grassland,3.0,3.0,Carnivore,Vertivore,Aerial,30.02,69.8,52.86,-111.67,12347245.55
10918.0,species,haiwoo,Hairy Woodpecker,Dryobates villosus,Piciformes,Picidae (Woodpeckers),,,Hairy Woodpecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5793.0,species,killde,Killdeer,Charadrius vociferus,Charadriiformes,Charadriidae (Plovers and Lapwings),,,Killdeer,2373.0,Charadrius vociferus,Charadriidae,Charadriiformes,AVIBASE-BCF9A19A,4.0,2.0,2.0,0.0,4.0,21.5,13.1,3.5,4.2,34.4,158.8,83.5,75.2,52.6,85.8,96.4,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Omnivore,Terrestrial,-18.69,68.94,44.7,-102.9,14759088.1
31551.0,species,amegfi,American Goldfinch,Spinus tristis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,,American Goldfinch,10229.0,Spinus tristis,Fringillidae,Passeriformes,AVIBASE-C9ABA616,9.0,4.0,5.0,0.0,8.0,11.5,8.2,4.3,6.3,13.5,69.8,19.1,50.3,27.6,48.3,12.8,Dunning,,NO,,,Forest,1.0,1.0,Herbivore,Granivore,Insessorial,31.4,57.36,44.46,-96.32,7802444.22
7463.0,species,hobkit,Hook-billed Kite,Chondrohierax uncinatus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Hook-billed Kite,2970.0,Chondrohierax uncinatus,Accipitridae,Accipitriformes,AVIBASE-DCB3560C,7.0,3.0,3.0,1.0,4.0,36.2,27.0,12.4,18.4,33.6,285.3,59.8,224.2,21.0,197.6,286.1,Dunning,,NO,,,Forest,2.0,2.0,Carnivore,Invertivore,Insessorial,-27.24,26.3,-2.71,-64.2,9787616.08
